Chl,EC,DO,Phycoprotein,Turbidity,T,PH,Ammonia Nitrogen
22.73,499.65,3.5,26296.54,83.72,29.738,8.8,0.0
23.33,499.76,4.12,29853.04,103.3,29.736,8.8,0.0
23.04,500.37,5.24,20413.09,69.17,29.716,8.8,0.0
21.65,500.97,6.58,15784.65,70.52,29.698,8.8,0.0
18.23,501.22,4.1,14279.2,57.23,29.678,8.79,0.0
17.46,501.71,2.28,8093.64,48.39,29.649,8.64,0.0
16.15,502.04,5.35,7489.21,33.2,29.616,8.61,0.0
15.62,502.65,4.94,9018.23,40.52,29.579,8.6,0.0
15.4,503.09,6.58,10506.82,36.17,29.545,8.59,0.0
15.43,503.66,5.09,10770.78,51.87,29.516,8.58,0.0
15.32,504.62,5.31,10783.45,51.67,29.491,8.57,0.0
15.22,505.69,6.26,15718.42,56.56,29.48,8.56,0.0
14.97,506.7,4.21,9489.13,51.95,29.471,8.55,0.0
14.75,507.66,4.22,9528.76,42.73,29.461,8.54,0.0
12.85,508.3,3.63,8877.55,42.37,29.454,8.42,0.0
12.47,509.34,4.9,8031.79,41.86,29.442,8.4,0.0
11.97,509.87,2.95,6639.63,45.95,29.426,8.39,0.0
11.8,509.95,6.5,5738.1,32.53,29.396,8.38,0.0
10.59,510.33,4.58,4999.55,35.24,29.363,8.37,0.0
9.98,510.51,2.39,5792.29,34.23,29.327,8.36,0.0
10.66,510.77,3.6,5161.13,33.68,29.294,8.36,0.0
10.93,510.94,4.37,5201.73,41.72,29.263,8.35,0.0
11.09,510.46,1.88,5777.79,39.79,29.236,8.35,0.0
11.17,510.49,2.61,5313.56,30.93,29.211,8.34,0.0
11.14,510.36,3.31,5266.13,34.65,29.19,8.34,0.0
11.15,510.29,4.25,5153.95,31.92,29.174,8.34,0.0
10.95,510.05,3.37,5210.9,32.5,29.163,8.33,0.0
10.89,509.92,4.48,5138.18,41.27,29.151,8.32,0.0
10.88,510.19,3.85,5997.56,31.48,29.142,8.31,0.0
10.69,510.35,3.93,5948.77,34.91,29.135,8.31,0.0
10.62,510.45,3.37,10056.34,43.4,29.125,8.3,0.0
11.05,510.64,3.82,6800.44,31.51,29.122,8.29,0.0
11.17,510.52,3.52,6740.25,45.24,29.127,8.29,0.0
13.5,510.45,1.69,8966.04,46.67,29.149,8.29,0.0
12.56,510.47,1.7,5842.05,39.95,29.167,8.29,0.0
12.57,510.46,2.8,6906.71,38.5,29.176,8.29,0.0
12.5,510.43,5.32,6420.87,39.11,29.177,8.29,0.0
12.46,510.21,3.85,7898.5,43.64,29.189,8.3,0.0
12.27,510.08,4.14,7484.22,37.71,29.197,8.3,0.0
12.36,510.43,5.2,8165.9,39.02,29.192,8.31,0.0
13.52,510.86,3.29,8104.44,37.49,29.181,8.31,0.0
10.58,510.86,4.21,7992.13,44.21,29.172,8.32,0.0
11.35,510.65,2.16,7213.64,30.48,29.16,8.32,0.0
11.51,510.69,1.66,8273.34,34.52,29.141,8.32,0.0
11.44,511.02,2.27,5192.5,42.09,29.098,8.21,0.0
11.36,511.25,3.43,6056.81,45.09,29.052,8.18,0.0
11.25,511.05,4.01,4301.96,33.69,29.001,8.17,0.0
11.19,510.89,3.33,6807.7,32.8,28.955,8.17,0.0
10.96,510.79,5.88,6430.43,38.99,28.925,8.17,0.0
10.87,510.8,3.06,5931.55,31.84,28.911,8.17,0.0
10.78,510.64,1.94,4860.82,40.12,28.9,8.18,0.0
10.74,510.49,3.41,8479.76,47.39,28.9,8.18,0.0
10.9,510.13,3.43,9388.48,39.09,28.923,8.18,0.0
11.27,509.92,1.98,7167.28,44.33,28.961,8.29,0.0
11.44,510.06,2.15,5836.54,26.97,28.985,8.29,0.0
15.89,510.15,4.09,15572.86,49.98,28.999,8.27,0.0
15.35,509.7,6.13,16650.66,73.22,29.095,8.53,0.0
14.7,508.88,4.61,13668.32,66.47,29.243,8.61,0.0
14.09,508.17,4.12,12636.51,51.54,29.389,8.63,0.0
12.79,507.62,3.83,13099.5,40.11,29.517,8.64,0.0
11.7,506.58,6.32,10489.79,42.49,29.64,8.63,0.0
14.09,505.73,6.11,9481.78,37.44,29.775,8.63,0.0
13.44,505.35,5.37,8001.09,37.69,29.852,8.62,0.0
14.07,504.8,4.49,7838.2,64.72,29.87,8.62,0.0
14.44,504.1,4.57,7178.54,31.43,29.864,8.61,0.0
14.41,503.08,4.6,7543.35,31.44,29.847,8.61,0.0
14.27,501.97,2.33,6512.6,30.84,29.826,8.61,0.0
14.2,500.83,3.44,6659.87,27.63,29.805,8.61,0.0
13.98,499.38,4.11,6402.27,31.77,29.793,8.61,0.0
13.65,498.31,6.08,6276.83,25.44,29.784,8.61,0.0
13.34,497.37,3.82,6206.33,34.24,29.767,8.6,0.0
13.27,496.74,4.42,6136.3,27.71,29.747,8.6,0.0
13.03,496.24,4.45,5925.61,27.25,29.737,8.6,0.0
12.84,495.81,5.1,7441.1,28.63,29.726,8.59,0.0
12.65,495.55,6.73,6543.3,25.7,29.716,8.59,0.0
12.48,495.28,5.38,6812.91,22.57,29.705,8.59,0.0
12.39,494.65,3.55,7002.7,33.77,29.702,8.59,0.0
12.3,494.49,3.87,7649.48,47.1,29.709,8.59,0.0
12.27,494.33,5.03,7459.17,47.48,29.715,8.58,0.0
12.2,494.29,4.25,7338.48,25.41,29.717,8.58,0.0
12.05,494.0,4.81,6614.27,27.78,29.716,8.58,0.0
11.97,493.63,5.39,6327.98,28.47,29.717,8.58,0.0
11.75,493.69,3.56,6139.18,21.91,29.716,8.57,0.0
11.44,493.58,5.39,6035.14,29.83,29.709,8.57,0.0
11.25,493.22,2.01,5959.64,20.54,29.699,8.57,0.0
11.04,493.02,3.0,5858.18,23.98,29.689,8.57,0.0
10.9,492.78,7.13,5785.03,27.31,29.679,8.57,0.0
10.79,492.85,4.02,5759.6,25.46,29.673,8.56,0.0
10.75,492.97,6.64,5620.52,24.49,29.665,8.56,0.0
10.63,492.75,5.99,5493.09,25.09,29.652,8.55,0.0
10.65,492.91,3.73,5349.63,25.2,29.639,8.54,0.0
10.55,493.07,2.56,5245.94,24.9,29.628,8.54,0.0
10.28,493.23,5.66,5069.05,24.75,29.618,8.53,0.0
10.09,493.19,3.27,4946.53,24.84,29.61,8.52,0.0
9.78,493.02,3.17,4821.81,24.51,29.599,8.52,0.0
9.58,493.14,5.71,3619.33,24.19,29.594,8.51,0.0
9.35,492.97,5.66,3809.27,23.79,29.593,8.5,0.0
9.17,492.75,2.3,3754.03,23.42,29.597,8.49,0.0
9.09,492.86,4.77,4722.33,22.8,29.604,8.49,0.0
8.9,492.74,6.4,3565.67,24.89,29.614,8.48,0.0
8.81,492.54,3.46,3794.17,23.23,29.623,8.48,0.0
8.61,492.43,5.31,4013.79,20.96,29.629,8.47,0.0
8.43,492.62,4.24,3857.49,20.34,29.633,8.47,0.0
8.26,492.69,4.27,3781.25,21.18,29.634,8.46,0.0
8.13,492.59,5.19,3708.3,21.11,29.63,8.46,0.0
8.03,492.42,3.43,3696.95,21.27,29.629,8.46,0.0
7.92,492.59,5.52,3629.31,21.61,29.626,8.45,0.0
7.82,493.02,3.89,3560.42,21.32,29.62,8.45,0.0
7.74,492.95,3.11,3487.95,21.16,29.614,8.44,0.0
7.75,492.93,2.44,3407.64,21.1,29.61,8.44,0.0
7.69,492.79,3.82,3249.4,18.94,29.61,8.43,0.0
7.64,493.06,2.51,3168.82,19.67,29.607,8.43,0.0
7.77,492.93,5.94,3103.11,19.59,29.597,8.43,0.0
7.85,492.9,7.31,3041.36,19.59,29.596,8.42,0.0
7.81,492.63,4.93,2964.95,19.65,29.597,8.42,0.0
7.69,492.74,4.27,2873.62,19.43,29.593,8.42,0.0
7.56,492.81,3.8,2801.78,19.31,29.579,8.41,0.0
7.51,492.84,5.66,2748.71,17.82,29.559,8.41,0.0
7.45,492.87,4.08,2713.71,14.17,29.545,8.4,0.0
7.36,492.71,6.03,2645.76,18.53,29.533,8.4,0.0
7.34,492.51,3.14,2650.99,18.89,29.521,8.4,0.0
7.35,492.66,4.6,2596.94,16.59,29.516,8.39,0.0
7.34,492.58,7.54,2555.16,18.27,29.52,8.39,0.0
7.27,492.35,6.0,2485.53,18.41,29.53,8.39,0.0
7.22,492.08,7.01,2443.82,18.6,29.531,8.38,0.0
7.2,491.68,3.98,2449.17,18.41,29.526,8.38,0.0
7.21,491.73,2.57,2441.26,18.47,29.521,8.37,0.0
7.16,491.24,2.19,2423.38,18.52,29.515,8.37,0.0
7.22,490.96,4.0,2366.58,18.44,29.505,8.37,0.0
7.16,491.05,6.21,2319.63,18.28,29.489,8.37,0.0
7.14,490.97,4.41,2270.47,18.13,29.482,8.36,0.0
7.12,491.19,5.44,2218.14,17.9,29.476,8.36,0.0
7.01,491.21,5.58,2151.52,17.88,29.469,8.35,0.0
6.95,491.33,5.46,2089.57,17.56,29.453,8.35,0.0
6.88,491.61,3.91,2032.17,17.37,29.436,8.34,0.0
6.8,491.69,2.21,1959.31,17.08,29.43,8.34,0.0
6.71,491.27,7.83,1905.6,16.94,29.422,8.33,0.0
6.72,490.98,4.34,1873.09,16.92,29.41,8.33,0.0
6.73,490.94,3.9,1841.21,16.82,29.395,8.32,0.0
6.75,490.87,3.36,1794.32,16.45,29.383,8.32,0.0
6.82,490.66,3.96,1770.9,16.39,29.376,8.31,0.0
6.88,490.53,3.16,1754.26,16.42,29.37,8.31,0.0
6.89,490.58,3.92,1731.86,16.56,29.354,8.3,0.0
6.83,490.64,3.46,1719.08,16.53,29.338,8.3,0.0
6.86,490.91,4.39,1683.39,16.43,29.327,8.3,0.0
6.83,490.94,3.89,1676.0,16.4,29.322,8.29,0.0
6.73,490.63,3.73,1664.89,16.53,29.311,8.29,0.0
6.69,490.72,2.97,1640.55,16.56,29.303,8.29,0.0
6.75,490.65,4.29,1659.86,16.49,29.3,8.28,0.0
6.69,490.69,4.63,1661.59,16.4,29.303,8.28,0.0
6.67,490.37,4.79,1651.91,16.46,29.308,8.28,0.0
6.7,490.05,3.09,1666.59,16.46,29.308,8.28,0.0
6.79,490.41,1.63,1665.64,16.5,29.31,8.28,0.0
6.69,490.56,4.14,1673.49,16.52,29.317,8.28,0.0
6.7,490.56,2.15,1683.09,16.46,29.314,8.28,0.0
6.7,490.23,4.84,1667.33,16.39,29.31,8.28,0.0
6.68,490.44,3.48,1659.15,16.31,29.307,8.27,0.0
6.63,491.01,6.41,1654.19,16.22,29.305,8.27,0.0
6.53,490.75,4.8,1641.43,16.21,29.3,8.27,0.0
6.54,490.43,3.8,1609.89,16.09,29.291,8.27,0.0
6.5,490.56,2.81,1579.88,15.97,29.283,8.27,0.0
6.46,490.72,3.05,1541.79,15.95,29.279,8.27,0.0
6.48,490.62,4.63,1532.84,15.96,29.28,8.26,0.0
6.42,490.55,3.56,1512.44,15.96,29.278,8.26,0.0
6.43,490.29,3.25,1517.74,15.98,29.276,8.26,0.0
6.48,490.07,5.08,1527.57,15.98,29.276,8.26,0.0
6.47,490.24,2.55,1545.18,16.05,29.281,8.26,0.0
6.5,489.75,5.37,1610.7,16.4,29.285,8.26,0.0
6.81,489.82,4.88,1778.26,24.23,29.288,8.26,0.0
10.43,489.82,4.37,8345.4,30.43,29.294,8.26,0.0
9.99,489.8,4.28,4464.24,32.85,29.302,8.26,0.0
9.57,490.24,3.31,5456.44,26.7,29.312,8.27,0.0
9.35,490.23,4.27,5410.17,30.02,29.319,8.28,0.0
9.25,490.03,4.16,4814.27,29.24,29.324,8.28,0.0
9.33,490.01,4.06,5359.16,35.37,29.332,8.29,0.0
10.7,490.19,7.07,6391.97,34.25,29.336,8.3,0.0
8.83,490.25,4.73,5575.65,28.19,29.338,8.31,0.0
9.02,490.0,3.65,4603.58,39.72,29.341,8.32,0.0
9.24,489.71,5.45,8968.57,22.07,29.344,8.33,0.0
9.46,490.11,3.59,4098.88,23.94,29.351,8.34,0.0
9.57,490.3,4.34,4402.87,51.6,29.358,8.35,0.0
9.72,490.56,2.91,7238.24,62.25,29.363,8.35,0.0
9.81,490.1,4.1,6262.53,30.26,29.371,8.36,0.0
10.07,489.78,5.45,5789.21,41.99,29.382,8.37,0.0
10.11,489.54,7.5,6057.22,33.81,29.391,8.38,0.0
10.35,489.84,5.53,10888.74,44.86,29.403,8.4,0.0
11.63,489.45,5.83,9440.99,43.68,29.417,8.41,0.0
12.08,489.21,2.2,10312.65,46.77,29.438,8.42,0.0
11.25,489.2,3.04,10183.72,40.27,29.46,8.43,0.0
10.84,489.05,4.74,8984.09,51.67,29.479,8.44,0.0
10.3,489.78,5.54,5483.39,32.5,29.506,8.45,0.0
9.75,489.7,6.65,5240.12,25.94,29.535,8.45,0.0
9.32,489.17,4.34,4646.51,21.29,29.562,8.46,0.0
8.92,489.72,8.58,3720.03,22.31,29.576,8.46,0.0
8.52,490.43,2.75,3450.06,22.41,29.587,8.46,0.0
8.19,490.77,3.86,3462.34,22.29,29.597,8.46,0.0
8.2,490.81,1.72,3424.54,21.11,29.602,8.46,0.0
8.27,490.61,4.4,3427.81,25.91,29.603,8.46,0.0
8.27,490.38,3.15,3406.8,21.5,29.6,8.46,0.0
8.35,491.19,4.94,3370.86,20.23,29.595,8.46,0.0
8.39,491.28,5.61,3398.73,24.23,29.6,8.46,0.0
8.45,491.25,6.71,3452.47,27.52,29.607,8.45,0.0
8.49,490.77,5.73,3483.59,26.83,29.618,8.45,0.0
8.47,490.94,3.3,3526.66,22.53,29.625,8.46,0.0
8.47,491.59,6.77,3514.54,22.22,29.634,8.46,0.0
8.51,491.11,5.7,3539.09,22.22,29.645,8.46,0.0
8.51,491.6,2.48,3513.21,22.11,29.655,8.45,0.0
8.44,491.02,3.2,3540.75,21.09,29.653,8.45,0.0
8.43,490.89,2.96,3553.07,20.0,29.653,8.45,0.0
8.45,491.36,2.76,3547.63,21.6,29.654,8.45,0.0
8.45,491.26,5.35,3476.17,21.16,29.654,8.45,0.0
8.47,490.63,3.26,3415.85,20.92,29.656,8.45,0.0
8.49,490.78,5.16,3372.09,21.13,29.657,8.45,0.0
8.49,490.4,4.02,3335.9,21.63,29.656,8.45,0.0
8.5,490.15,6.41,3341.09,20.76,29.662,8.45,0.0
8.47,489.89,3.5,3366.87,23.43,29.66,8.45,0.0
8.44,489.54,5.06,3358.01,21.58,29.657,8.45,0.0
8.39,489.56,2.05,3385.41,22.06,29.654,8.45,0.0
8.33,489.19,1.68,3447.18,22.74,29.649,8.45,0.0
8.28,488.66,3.81,3512.02,24.48,29.645,8.45,0.0
8.23,488.91,4.87,3557.35,22.96,29.641,8.45,0.0
8.27,488.53,6.26,3568.59,22.12,29.63,8.45,0.0
8.32,487.89,6.28,3549.5,22.19,29.622,8.44,0.0
8.53,488.1,4.88,3551.7,22.37,29.603,8.44,0.0
8.59,488.92,3.91,3563.03,20.73,29.601,8.43,0.0
8.51,489.38,4.96,3494.96,18.48,29.593,8.43,0.0
8.48,489.63,4.33,3444.28,20.07,29.583,8.42,0.0
8.35,490.69,4.16,3341.19,28.84,29.583,8.42,0.0
8.27,491.29,4.04,3323.44,25.43,29.591,8.41,0.0
8.12,492.04,5.6,3341.4,21.16,29.596,8.41,0.0
8.15,491.42,4.48,3311.79,26.76,29.598,8.4,0.0
8.1,491.37,6.67,3252.61,18.25,29.602,8.4,0.0
8.08,490.93,5.1,3206.15,21.02,29.611,8.39,0.0
8.04,490.17,3.91,3145.16,21.26,29.616,8.39,0.0
8.0,490.36,3.66,3098.09,20.93,29.616,8.38,0.0
7.89,490.37,4.81,3078.4,21.21,29.616,8.38,0.0
7.82,490.15,5.37,3053.64,21.17,29.617,8.38,0.0
7.66,489.67,3.96,3008.3,20.96,29.609,8.38,0.0
7.54,489.42,3.77,2907.7,20.84,29.594,8.37,0.0
7.48,490.03,3.03,2821.94,20.74,29.578,8.37,0.0
7.43,489.38,3.42,2732.01,20.17,29.553,8.36,0.0
7.35,489.54,5.75,2648.74,20.0,29.52,8.36,0.0
7.4,489.52,4.43,2572.93,19.66,29.491,8.35,0.0
7.48,490.21,4.85,2497.86,19.26,29.467,8.34,0.0
7.53,490.47,3.6,2462.42,19.09,29.452,8.33,0.0
7.65,490.02,5.27,2399.98,18.96,29.44,8.33,0.0
7.74,489.24,4.13,2353.23,18.74,29.436,8.32,0.0
7.76,489.34,4.41,2344.24,17.54,29.444,8.31,0.0
7.92,488.36,2.72,2334.54,16.88,29.457,8.31,0.0
8.01,488.11,3.89,2349.85,18.91,29.468,8.31,0.0
8.04,486.67,2.96,2398.53,19.78,29.475,8.31,0.0
8.0,486.26,7.07,2467.19,18.51,29.486,8.31,0.0
8.04,485.22,3.65,2523.48,19.23,29.498,8.31,0.0
8.14,485.56,5.89,2607.03,21.17,29.511,8.31,0.0
8.11,486.06,5.01,2703.66,21.42,29.519,8.32,0.0
8.11,486.27,5.9,2760.68,21.69,29.528,8.33,0.0
8.06,485.28,5.31,2821.35,21.78,29.534,8.33,0.0
7.99,485.84,4.46,2875.81,21.76,29.531,8.34,0.0
7.9,487.04,3.01,2912.01,21.73,29.53,8.34,0.0
7.87,488.17,5.09,2949.29,21.73,29.525,8.34,0.0
7.79,488.23,3.18,2943.79,21.65,29.513,8.34,0.0
7.8,487.14,3.81,2938.81,21.57,29.495,8.34,0.0
7.84,486.51,5.02,2951.38,21.62,29.484,8.34,0.0
7.88,486.72,4.85,2922.46,24.22,29.481,8.33,0.0
7.8,486.29,5.74,2906.57,21.9,29.485,8.33,0.0
7.75,485.95,4.15,2929.1,18.36,29.488,8.33,0.0
7.74,485.98,3.55,2885.11,21.25,29.492,8.33,0.0
7.7,486.17,3.28,2830.6,18.99,29.503,8.32,0.0
7.7,486.8,3.89,2867.41,19.92,29.511,8.32,0.0
7.72,486.8,3.54,2859.86,21.1,29.51,8.32,0.0
7.72,487.03,3.79,2823.4,17.7,29.51,8.32,0.0
7.71,486.5,2.63,2797.46,18.85,29.507,8.32,0.0
7.74,486.39,4.14,2750.95,20.04,29.506,8.32,0.0
7.65,486.49,2.9,2720.18,20.07,29.502,8.32,0.0
7.77,486.45,4.26,2670.24,20.38,29.494,8.32,0.0
7.64,486.63,3.19,2679.23,22.41,29.494,8.31,0.0
7.64,486.06,5.76,2668.41,20.18,29.498,8.31,0.0
7.56,485.85,2.64,2606.9,20.03,29.502,8.31,0.0
7.54,486.4,5.73,2536.84,19.43,29.503,8.31,0.0
7.37,486.08,5.06,2529.85,19.68,29.504,8.31,0.0
7.3,485.97,5.02,2562.13,19.76,29.51,8.31,0.0
7.3,485.31,2.98,2567.42,19.66,29.512,8.31,0.0
7.32,486.08,5.93,2552.33,19.59,29.511,8.31,0.0
7.43,486.78,3.28,2518.49,19.73,29.506,8.32,0.0
7.44,487.03,3.01,2501.74,19.7,29.507,8.32,0.0
7.5,487.22,1.82,2467.48,20.0,29.497,8.32,0.0
7.57,486.81,4.38,2445.24,19.79,29.488,8.33,0.0
7.62,487.12,4.3,2492.82,19.68,29.485,8.33,0.0
7.68,487.51,4.67,2500.86,19.84,29.487,8.33,0.0
7.81,487.43,5.59,2494.66,19.86,29.495,8.33,0.0
7.86,487.43,3.95,2500.31,19.69,29.495,8.34,0.0
7.99,487.97,5.09,2514.27,19.67,29.5,8.34,0.0
8.03,488.05,4.73,2533.85,19.65,29.513,8.34,0.0
8.03,489.61,5.74,2551.09,19.64,29.523,8.34,0.0
7.86,489.99,6.17,2554.43,19.71,29.528,8.34,0.0
7.86,490.22,4.25,2630.17,19.83,29.531,8.35,0.0
7.73,490.1,4.31,2666.75,19.76,29.537,8.35,0.0
7.7,488.26,3.72,2663.92,19.83,29.54,8.35,0.0
7.72,488.02,5.75,2675.38,25.84,29.545,8.36,0.0
7.63,487.17,4.36,2666.55,20.36,29.55,8.36,0.0
7.67,487.2,1.32,2656.52,21.23,29.552,8.36,0.0
7.63,485.66,2.85,2642.12,20.66,29.558,8.36,0.0
7.57,484.94,2.65,2624.86,19.46,29.563,8.36,0.0
7.46,484.72,5.42,2640.24,19.7,29.57,8.37,0.0
7.34,485.74,4.86,2607.18,19.73,29.58,8.37,0.0
7.36,485.87,5.86,2562.84,19.86,29.589,8.37,0.0
7.29,486.84,4.95,2553.57,19.82,29.597,8.37,0.0
7.16,486.13,3.19,2551.4,20.02,29.607,8.37,0.0
7.14,486.75,2.02,2576.77,17.09,29.612,8.38,0.0
7.19,486.7,3.41,2595.43,20.79,29.613,8.38,0.0
7.25,486.57,2.91,2632.44,20.83,29.614,8.38,0.0
7.29,486.29,3.41,2692.14,20.91,29.614,8.38,0.0
7.29,484.72,4.71,2721.76,20.77,29.614,8.39,0.0
7.36,483.66,5.79,2774.47,21.13,29.614,8.39,0.0
7.4,483.32,5.38,2845.64,21.08,29.619,8.39,0.0
7.38,483.8,4.95,2884.93,21.27,29.626,8.4,0.0
7.45,483.63,4.56,2934.86,21.38,29.632,8.4,0.0
7.55,482.26,4.71,2983.33,21.53,29.637,8.41,0.0
7.55,482.17,3.63,3005.51,21.65,29.638,8.41,0.0
7.68,483.11,2.61,3036.21,21.7,29.639,8.41,0.0
7.8,483.71,5.57,3070.12,21.81,29.638,8.42,0.0
7.87,485.01,3.2,3090.82,21.85,29.635,8.43,0.0
7.98,485.38,1.86,3099.62,17.07,29.631,8.43,0.0
7.97,485.69,4.99,3106.23,25.29,29.631,8.44,0.0
8.0,486.45,8.31,3101.35,21.63,29.628,8.44,0.0
7.88,487.2,5.1,3094.87,20.74,29.626,8.45,0.0
7.8,486.82,4.49,3052.91,20.1,29.621,8.45,0.0
7.59,486.83,7.22,3044.82,18.85,29.615,8.45,0.0
7.5,486.17,6.14,2996.57,20.42,29.605,8.45,0.0
7.42,485.66,4.27,2943.24,19.19,29.596,8.44,0.0
7.3,486.04,4.43,2892.32,22.31,29.587,8.44,0.0
7.23,485.87,2.18,2848.96,22.19,29.583,8.43,0.0
7.15,485.71,3.91,2829.48,21.07,29.584,8.43,0.0
7.19,486.35,5.45,2782.72,21.22,29.588,8.42,0.0
7.19,469.72,3.44,2789.83,21.1,29.595,8.41,0.0
7.24,507.61,3.35,2798.72,21.13,29.608,8.4,0.0
7.29,485.86,4.61,2769.07,26.23,29.614,8.4,0.0
7.26,484.2,5.03,2761.61,23.22,29.617,8.39,0.0
7.27,485.91,3.4,2721.33,19.54,29.617,8.39,0.0
7.3,486.83,3.54,2697.16,18.99,29.611,8.39,0.0
7.2,486.67,4.48,2666.15,19.17,29.604,8.38,0.0
7.34,487.09,4.33,2617.62,19.59,29.596,8.38,0.0
7.32,486.29,6.45,2560.77,19.59,29.586,8.38,0.0
7.49,486.13,2.89,2474.38,19.55,29.576,8.37,0.0
7.48,485.89,1.88,2408.81,19.56,29.561,8.37,0.0
7.5,485.72,3.09,2327.42,19.47,29.544,8.36,0.0
7.41,486.35,4.88,2280.01,19.57,29.533,8.35,0.0
7.33,486.01,8.5,2249.74,19.6,29.515,8.35,0.0
7.25,485.61,4.74,2246.65,19.37,29.505,8.34,0.0
7.24,486.05,2.45,2250.34,19.29,29.501,8.34,0.0
7.26,486.65,3.54,2201.54,19.2,29.502,8.34,0.0
7.28,485.97,5.91,2199.34,19.02,29.506,8.33,0.0
7.29,485.22,5.96,2203.3,19.1,29.509,8.33,0.0
7.27,484.32,6.08,2196.25,18.97,29.508,8.32,0.0
7.26,483.88,2.82,2201.12,18.15,29.508,8.32,0.0
7.21,484.15,1.54,2179.75,19.14,29.508,8.31,0.0
7.13,483.91,4.94,2163.82,19.25,29.5,8.31,0.0
7.07,484.75,7.84,2132.36,19.43,29.492,8.31,0.0
7.02,485.66,6.25,2101.12,19.16,29.491,8.3,0.0
6.95,485.47,5.2,2090.62,16.71,29.488,8.29,0.0
6.85,486.31,6.03,2077.78,14.99,29.485,8.29,0.0
6.87,486.89,3.34,2035.79,17.98,29.479,8.28,0.0
6.91,487.11,2.52,2000.34,18.25,29.475,8.27,0.0
6.9,486.2,3.66,1968.26,18.52,29.475,8.27,0.0
6.84,485.63,6.92,1950.61,18.5,29.469,8.26,0.0
6.85,485.9,4.76,1966.92,18.89,29.461,8.25,0.0
6.78,486.46,5.66,1964.8,19.1,29.458,8.25,0.0
6.82,485.99,2.15,2012.99,18.96,29.456,8.24,0.0
6.76,485.97,2.82,1977.09,19.07,29.455,8.24,0.0
6.69,486.53,5.22,1982.4,19.08,29.447,8.24,0.0
6.57,487.24,5.66,1982.6,19.03,29.439,8.23,0.0
6.55,487.34,4.93,2000.99,19.16,29.431,8.22,0.0
6.54,488.0,5.37,2006.75,18.92,29.423,8.22,0.0
6.5,488.41,4.12,2015.22,18.7,29.417,8.21,0.0
6.46,488.33,2.78,2024.0,18.71,29.416,8.21,0.0
6.56,489.04,4.3,2052.41,18.85,29.418,8.21,0.0
6.62,488.64,8.04,2146.44,19.31,29.43,8.21,0.0
6.68,489.29,5.7,2214.91,21.58,29.445,8.21,0.0
6.73,488.17,5.64,2303.72,22.81,29.459,8.21,0.0
6.84,488.1,3.39,2356.32,16.85,29.47,8.21,0.0
6.93,488.55,0.97,2440.25,23.77,29.472,8.22,0.0
6.92,488.53,3.54,2484.01,18.67,29.473,8.22,0.0
6.95,461.92,7.59,2530.4,20.79,29.464,8.22,0.0
6.93,476.89,6.99,2585.48,21.76,29.457,8.23,0.0
6.92,489.05,5.08,2604.66,20.51,29.452,8.24,0.0
6.92,488.44,3.67,2521.05,20.57,29.446,8.24,0.0
6.89,487.97,5.2,2422.84,19.14,29.442,8.25,0.0
6.93,489.19,5.31,2362.37,20.76,29.436,8.25,0.0
6.99,489.79,8.85,2298.51,19.63,29.427,8.25,0.0
7.03,488.48,4.51,2287.88,18.29,29.425,8.26,0.0
6.99,488.34,3.02,2250.4,18.65,29.416,8.26,0.0
6.96,488.25,1.8,2221.95,18.71,29.403,8.26,0.0
6.91,488.91,2.52,2166.63,18.22,29.391,8.26,0.0
6.74,488.64,5.58,2134.66,18.28,29.382,8.26,0.0
6.76,487.33,6.22,2140.72,17.9,29.377,8.26,0.0
6.73,488.05,7.73,2136.63,18.97,29.375,8.25,0.0
6.73,489.62,3.65,2170.54,19.36,29.376,8.25,0.0
6.73,490.63,2.74,2145.57,19.52,29.378,8.25,0.0
6.72,490.92,2.71,2131.65,19.25,29.38,8.25,0.0
6.73,490.32,5.43,2115.16,19.14,29.384,8.25,0.0
6.63,490.73,6.27,2087.73,19.03,29.385,8.25,0.0
6.56,490.94,3.4,2066.6,18.87,29.388,8.25,0.0
6.46,489.74,2.43,2061.94,18.74,29.389,8.25,0.0
6.4,488.17,2.56,2055.44,15.2,29.387,8.25,0.0
6.36,487.87,4.02,2034.34,21.01,29.389,8.25,0.0
6.33,488.38,4.03,2001.86,17.9,29.39,8.25,0.0
6.42,488.28,6.57,1980.61,17.55,29.393,8.25,0.0
6.33,489.42,5.26,1962.56,17.59,29.395,8.25,0.0
6.33,491.09,3.38,1933.52,17.7,29.397,8.25,0.0
6.33,492.17,2.66,1946.55,17.72,29.401,8.25,0.0
6.37,492.66,3.98,1940.02,18.79,29.406,8.25,0.0
6.26,493.45,8.21,1954.81,15.03,29.415,8.25,0.0
6.26,493.73,6.84,1973.37,18.19,29.426,8.25,0.0
6.24,492.9,6.27,1977.27,17.74,29.433,8.26,0.0
6.3,491.78,3.68,1977.5,17.61,29.437,8.26,0.0
6.24,491.14,1.71,1981.68,17.44,29.436,8.26,0.0
6.27,490.35,3.6,1977.7,17.46,29.437,8.27,0.0
6.24,488.83,6.71,2011.9,17.61,29.438,8.27,0.0
6.32,487.71,6.51,2035.51,17.64,29.438,8.28,0.0
6.36,487.89,5.55,2080.65,17.72,29.436,8.28,0.0
6.4,489.85,3.19,2128.94,20.18,29.437,8.29,0.0
6.41,489.66,2.35,2142.96,22.79,29.442,8.29,0.0
6.51,490.67,3.07,2157.2,18.2,29.439,8.3,0.0
